SEQN,GREF_AFR,GREF_AMR,GREF_EAS,GREF_EUR,GREF_SAS,GREF_entropy,GREF_major_superpop,GREF_LABEL
34068,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34069,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34070,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34071,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34073,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34074,0.1,0.5,0.05,0.35,0.0,1.094056456831614,AMR,Other Hispanic
34078,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34079,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34080,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34082,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34083,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34084,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34085,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34086,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34087,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34088,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
34090,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34091,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
34092,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34093,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34094,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34095,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34096,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34097,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34099,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34100,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34101,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34102,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34105,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34107,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34108,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34109,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34111,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34113,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34114,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34116,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34119,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34120,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
34122,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34123,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34124,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34125,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34126,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34128,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34129,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34130,0.1,0.5,0.05,0.35,0.0,1.094056456831614,AMR,Other Hispanic
34132,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34133,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34135,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34136,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34138,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34140,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34141,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34142,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34143,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34145,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34147,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34148,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34150,0.1,0.5,0.05,0.35,0.0,1.094056456831614,AMR,Other Hispanic
34151,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
34154,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34155,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34156,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34157,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34158,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34161,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34162,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34163,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34164,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34165,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34166,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34167,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34169,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34171,0.1,0.5,0.05,0.35,0.0,1.094056456831614,AMR,Other Hispanic
34172,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
34174,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34175,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34176,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34179,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34180,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34181,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34183,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34184,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34186,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34187,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34188,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34191,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34193,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34194,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34203,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34205,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34206,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34207,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34209,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34212,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34213,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34214,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34219,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
34220,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34221,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34223,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34225,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34226,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34227,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34228,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34230,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34231,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34233,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34234,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34235,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34236,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34239,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34241,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34245,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34247,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34248,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34249,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34250,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34252,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34253,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34256,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34257,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34259,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34263,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34265,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34268,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34269,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
34270,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34272,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34274,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34275,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34276,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34281,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34283,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34284,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34286,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34289,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34291,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34292,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34293,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34296,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34300,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34301,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
34302,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34303,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34304,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34305,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34306,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34307,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34310,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34311,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34312,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34313,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34314,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
34317,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34320,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34325,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34326,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34328,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34329,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34331,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34332,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34333,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34334,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
34335,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34336,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34343,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34345,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34347,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34348,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34350,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34351,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34353,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34354,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34355,0.1,0.5,0.05,0.35,0.0,1.094056456831614,AMR,Other Hispanic
34356,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
34358,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34359,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
34360,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34361,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34363,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34364,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34365,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34366,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34367,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34370,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
34371,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34372,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34373,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34374,0.1,0.5,0.05,0.35,0.0,1.094056456831614,AMR,Other Hispanic
34375,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34376,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34378,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34380,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34381,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34383,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34384,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34387,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34388,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34390,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34391,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34393,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34394,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
34395,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34396,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34397,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34398,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34399,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34401,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34402,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34403,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34406,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
34407,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34408,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34409,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34410,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34411,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34412,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34414,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34415,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34416,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34417,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34418,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34419,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34420,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34422,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34423,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34424,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34425,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34427,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34430,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34431,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34432,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34433,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34434,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34435,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34437,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34438,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34439,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34443,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34444,0.1,0.5,0.05,0.35,0.0,1.094056456831614,AMR,Other Hispanic
34449,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34450,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34452,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34454,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
34455,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34456,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34457,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34458,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
34461,0.1,0.5,0.05,0.35,0.0,1.094056456831614,AMR,Other Hispanic
34462,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34463,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
34464,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34465,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34467,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34468,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34469,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34470,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34472,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34473,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34474,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34475,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34477,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34478,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34479,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34480,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
34481,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34482,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34483,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34485,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34488,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34490,0.1,0.5,0.05,0.35,0.0,1.094056456831614,AMR,Other Hispanic
34496,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34497,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34498,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34499,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34500,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34502,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34504,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
34505,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34508,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34509,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34510,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34513,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34514,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34517,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34518,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34519,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34522,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34523,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34526,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34527,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34530,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34531,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34532,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
34534,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34535,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34536,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34538,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34540,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34542,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
34543,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34544,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34546,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34547,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
34548,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34551,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
34555,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
